Sr No,Item Fat Content,Item Identifier,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Sales,Rating
877,Regular,FDW38,Dairy,2011,OUT010,Tier 3,High,Grocery Store,0.23212188,5.325,55.5298,4.5
878,Regular,FDS04,Frozen Foods,2011,OUT010,Tier 3,High,Grocery Store,0.245483691,10.195,141.8838,4.5
879,Regular,FDO22,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.029893094,13.5,81.096,4.5
880,Regular,FDJ58,Snack Foods,2011,OUT010,Tier 3,Small,Grocery Store,0.176244038,15.6,173.6764,4.5
881,low fat,FDW13,Canned,2011,OUT010,Tier 3,Small,Grocery Store,0.163838951,8.5,51.3324,4.5
882,Low Fat,FDH48,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0,13.5,88.054,4.5
883,Low Fat,FDO37,Breakfast,2014,OUT013,Tier 3,High,Supermarket Type1,0.021358889,8.06,232.3326,4.5
884,Low Fat,FDD14,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.169667145,20.7,183.5266,4.5
885,Low Fat,FDV38,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.101689151,19.25,54.6956,4.5
886,Low Fat,FDC41,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.116815953,15.6,75.567,4.5
887,Low Fat,FDE57,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.03625493,9.6,141.0154,4.5
888,Low Fat,FDS07,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.099674817,12.35,112.2518,4.5
889,Low Fat,NCJ30,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0,5.82,169.379,4.5
890,Low Fat,NCI06,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.04767798,11.3,181.466,4.5
891,Low Fat,FDO34,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.029914022,17.7,166.2816,4.5
892,Low Fat,FDE46,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.01575657,18.6,153.1366,4.5
893,Low Fat,DRH37,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.041581725,17.6,163.3526,4.5
894,Regular,FDH02,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.02076385,7.27,89.0488,4.5
895,Regular,FDC51,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.009613854,10.895,122.973,4.5
896,Regular,FDT07,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.077254736,5.82,257.633,4.5
897,Regular,FDJ44,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.106238768,12.3,176.1396,4.5
898,Regular,FDO22,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.017844609,13.5,81.396,4.5
899,Regular,FDI10,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.078339081,8.51,172.9422,4.5
900,Low Fat,FDF04,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.013692598,17.5,259.7304,4.5
901,Low Fat,FDD11,Starchy Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0,12.85,253.004,4.5
902,Low Fat,FDN12,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0,15.6,111.8544,4.5
903,Low Fat,FDD14,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.170500183,20.7,184.1266,4.5
904,Low Fat,FDQ52,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.119871307,17,248.3434,4.5
905,Low Fat,FDJ08,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.111122936,11.1,189.2846,4.5
906,Low Fat,FDY19,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.041533438,19.75,119.8466,4.5
907,Low Fat,DRM11,Hard Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.066338717,6.57,261.4278,4.5
908,Low Fat,NCP41,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.016276741,16.6,109.8596,4.5
909,Low Fat,NCP17,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.027827268,19.35,65.6168,4.5
910,Low Fat,NCS38,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.090558833,8.6,112.6176,4.5
911,Low Fat,DRJ25,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.151180862,14.6,47.5692,4.5
912,Regular,FDY26,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.030634813,20.6,212.9244,4.5
913,Regular,FDV20,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.060045008,20.2,128.3678,4.5
914,Regular,FDV57,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0,15.25,179.766,4.5
915,Low Fat,FDP11,Breads,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.068765925,,216.9166,4.5
916,Low Fat,FDR23,Breads,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.08139146,,177.837,4.5
917,Low Fat,FDB27,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.055121892,,196.7768,4.5
918,Low Fat,FDK51,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.005209791,,265.2884,4.5
919,Low Fat,FDK28,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.065272284,,256.1646,4.5
920,Low Fat,FDK52,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0,,225.3062,4.5
921,Low Fat,FDU52,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.063462048,,157.563,4.5
922,Low Fat,NCK05,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.077079177,,61.5536,4.5
923,Low Fat,NCA06,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.142589751,,35.919,4.5
924,Low Fat,NCE06,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.091042211,,162.6894,4.5
925,Low Fat,NCG07,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.052247806,,190.853,4.5
926,Low Fat,NCH54,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.072317217,,160.792,4.5
927,Low Fat,NCT18,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.05911748,,181.5976,4.5
928,Low Fat,NCZ06,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.09370568,,253.8698,4.5
929,Low Fat,NCL07,Others,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0311868,,39.548,4.5
930,Regular,FDF24,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.02524761,,81.9934,4.5
931,Regular,FDF26,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.046408928,,153.2998,4.5
932,Regular,FDR40,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.00799548,,78.5618,4.5
933,Regular,FDW16,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.041273391,,91.6804,4.5
934,Regular,FDY04,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.042270751,,162.521,4.5
935,Regular,FDO31,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.028842332,,81.496,4.5
936,Regular,FDF34,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.013951504,,199.9084,4.5
937,Regular,DRC36,Soft Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.044767032,,173.7054,4.5
938,low fat,FDW24,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.037315469,,50.0034,4.5
939,low fat,FDQ23,Breads,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.024407061,,102.3332,4.5
940,low fat,NCS05,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.020876485,,133.7942,4.5
941,Regular,FDT26,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.067624438,,120.944,4.5
942,Low Fat,NCD19,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0,8.93,53.8614,4.4
943,Low Fat,FDB34,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.026480954,,87.6198,4.4
944,Low Fat,DRK35,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.071958197,8.365,38.0506,4.4
945,Regular,FDB56,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.07461309,8.75,187.4556,4.4
946,Low Fat,FDP09,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.034027909,19.75,212.0902,4.4
947,Low Fat,FDG02,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.011307038,7.855,188.5188,4.4
948,Regular,FDM15,Meat,2014,OUT013,Tier 3,High,Supermarket Type1,0.057373797,11.8,151.4366,4.4
949,Regular,FDO08,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.09415375,,165.7526,4.4
950,Low Fat,FDT43,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.020631654,16.35,50.1324,4.4
951,Low Fat,FDI24,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.078362484,,177.937,4.4
952,Regular,FDS46,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.082741482,,118.7782,4.4
953,Regular,FDG28,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.049559042,9.285,246.4144,4.4
954,Low Fat,FDG24,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.014618973,7.975,85.225,4.4
955,Low Fat,FDQ56,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.10550944,6.59,85.6908,4.4
956,Low Fat,FDX23,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.029691762,6.445,92.6436,4.4
957,Regular,FDR44,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.102920886,6.11,130.4968,4.4
958,Regular,FDU01,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.011995271,20.25,184.5924,4.4
959,Regular,FDP59,Breads,2015,OUT045,Tier 2,Small,Supermarket Type1,0.056580228,20.85,105.6648,4.4
960,Low Fat,NCV17,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,0.01619866,18.85,129.2626,4.4
961,Low Fat,FDZ15,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.020870744,13.1,117.3782,4.4
962,Low Fat,FDA36,Baking Goods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.005677876,5.985,184.8924,4.4
963,Low Fat,FDV51,Meat,2011,OUT010,Tier 3,Small,Grocery Store,0.054463442,16.35,163.8842,4.4
964,Low Fat,NCT41,Health and Hygiene,2018,OUT019,Tier 1,Small,Grocery Store,0.098031771,,151.3024,4.4
965,Low Fat,NCK54,Household,2020,OUT017,Tier 2,Medium,Supermarket Type1,0,12.15,117.815,4.4
966,Low Fat,FDE16,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.026384672,8.895,208.9954,4.4
967,Low Fat,FDE53,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.026749991,,106.928,4.4
968,Low Fat,NCL19,Others,2017,OUT035,Tier 2,Small,Supermarket Type1,0.015673267,15.35,145.047,4.4
969,Regular,FDT32,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.065316099,,189.9214,4.4
970,Low Fat,FDC46,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.115978122,,183.4266,4.4
971,Low Fat,FDS10,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.0350152,,182.0318,4.4
972,Low Fat,FDC04,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.044767801,,241.8854,4.4
973,Low Fat,NCJ30,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.080968973,5.82,171.379,4.4
974,Regular,FDQ15,Meat,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.150341867,,83.1276,4.4
975,Regular,FDV01,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0,,154.6314,4.4
976,Regular,FDJ57,Seafood,2017,OUT035,Tier 2,Small,Supermarket Type1,0.021569566,7.42,184.8582,4.4
977,Low Fat,NCE31,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.184843579,7.67,33.1216,4.4
978,Low Fat,FDV07,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0,9.5,110.4228,4.4
979,Low Fat,FDD04,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.090153756,16,143.2154,4.4
980,Low Fat,NCC18,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.177545624,19.1,172.4422,4.4
981,Low Fat,NCL31,Others,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.120467994,7.39,145.147,4.4
982,Low Fat,FDA33,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.033952603,6.48,148.2076,4.4
983,Low Fat,FDT59,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0,13.65,229.4668,4.4
984,Low Fat,FDE26,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.089144149,9.3,144.9786,4.4
985,Low Fat,FDB50,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.153857402,13,76.3986,4.4
986,Low Fat,FDC17,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.015484763,12.15,211.9928,4.4
987,Low Fat,FDM44,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.031097948,12.5,103.899,4.4
988,Low Fat,DRI11,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.034457776,8.26,113.3834,4.4
989,Low Fat,DRL47,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0,19.7,125.9362,4.4
990,Low Fat,NCB30,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.025742955,14.6,197.1084,4.4
991,Low Fat,NCI18,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.014045832,18.35,222.7746,4.4
992,Low Fat,NCP06,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.039306822,20.7,150.7366,4.4
993,Low Fat,NCO02,Others,2012,OUT049,Tier 1,Medium,Supermarket Type1,0,11.15,65.0142,4.4
994,Low Fat,DRE37,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.094366079,13.5,190.9872,4.4
995,Low Fat,DRD24,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.030842963,13.85,143.1154,4.4
996,Low Fat,DRL37,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.053455158,15.5,43.677,4.4
997,Regular,FDJ12,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.039101813,8.895,208.8296,4.4
998,Regular,FDX11,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.106918052,16,183.5634,4.4
999,Regular,FDJ60,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.062625641,19.35,165.3184,4.4
1000,Regular,FDB37,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.022976493,20.25,240.3538,4.4
1001,Regular,FDC51,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.009636821,10.895,121.873,4.4
1002,Regular,FDY15,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.171093639,18.25,155.663,4.4
1003,Regular,FDV04,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.150248468,7.825,155.2288,4.4
1004,Regular,FDB56,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.074743226,8.75,187.6556,4.4
1005,Regular,FDY20,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.081879864,12.5,91.7488,4.4
1006,Regular,FDK32,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.049051717,16.25,152.4682,4.4
1007,Regular,FDP44,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.079837509,16.5,102.1332,4.4
1008,Regular,FDS32,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.029700018,17.75,140.3838,4.4
1009,Regular,FDG09,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.048010812,20.6,187.7556,4.4
1010,Regular,FDW51,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.094807042,6.155,213.356,4.4
1011,Regular,FDK58,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.045052492,11.35,102.6016,4.4
1012,Regular,FDA09,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.149598628,13.35,179.466,4.4
1013,Regular,FDM58,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0,16.85,110.0544,4.4
1014,Regular,DRM49,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0,6.11,43.0086,4.4
1015,Regular,DRA59,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.128126825,8.27,183.6924,4.4
1016,Regular,FDD47,Starchy Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.142632186,7.6,172.3448,4.4
1017,Regular,FDC03,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.071958197,8.575,195.3794,4.4
1018,Regular,FDU31,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.02502991,10.5,218.4508,4.4
1019,Low Fat,FDX24,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.024387984,,92.4462,4.4
1020,Low Fat,DRG27,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.184035253,,42.2138,4.4
1021,Low Fat,FDF16,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.150806666,,149.0076,4.4
1022,Low Fat,FDH08,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.030516069,,227.801,4.4
1023,Low Fat,FDR08,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.065872936,,113.1886,4.4
1024,Low Fat,FDU07,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.104784329,,150.4366,4.4
1025,Low Fat,FDU32,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.045465958,,120.8414,4.4
1026,Low Fat,NCT53,Health and Hygiene,2018,OUT019,Tier 1,Small,Grocery Store,0.084245356,,164.6526,4.4
1027,Low Fat,NCB19,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.158096128,,86.3882,4.4
1028,Low Fat,FDK43,Meat,2018,OUT019,Tier 1,Small,Grocery Store,0.046994717,,125.802,4.4
1029,Low Fat,NCL55,Others,2018,OUT019,Tier 1,Small,Grocery Store,0.113212516,,254.604,4.4
1030,Low Fat,FDK33,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.019671473,,214.756,4.4
1031,Low Fat,FDX09,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.114243048,,174.937,4.4
1032,Low Fat,FDZ22,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.079261744,,81.825,4.4
1033,Regular,FDY38,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.208662546,,231.83,4.4
1034,Regular,FDE28,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.232072674,,229.4668,4.4
1035,Regular,FDP40,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.060154968,,110.1544,4.4
1036,Regular,FDY39,Meat,2018,OUT019,Tier 1,Small,Grocery Store,0.08234117,,185.7608,4.4
1037,Regular,FDQ45,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.019114349,,182.1608,4.4
1038,Regular,FDE11,Starchy Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.23653561,,184.1924,4.4
1039,low fat,FDD51,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.210021713,,44.2744,4.4
1040,Low Fat,FDJ41,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02288328,6.85,261.2594,4.4
1041,Low Fat,FDP60,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0,17.35,102.9016,4.4
1042,Low Fat,FDZ48,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.075959623,17.75,112.4544,4.4
1043,Low Fat,FDU59,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,0.096386227,5.78,163.5552,4.4
1044,Low Fat,FDC50,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.136497913,15.85,96.3094,4.4
1045,Low Fat,DRF03,Dairy,2016,OUT046,Tier 1,Small,Supermarket Type1,0.045308131,19.1,42.5138,4.4
1046,Low Fat,FDT28,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.06356617,13.3,151.3708,4.4
1047,Low Fat,DRN11,Hard Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.162980276,7.85,145.2444,4.4
1048,Low Fat,NCI29,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.032621545,8.6,143.2154,4.4
1049,Low Fat,NCA53,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.009878459,11.395,47.6034,4.4
1050,Low Fat,NCT41,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.055990291,15.7,153.2024,4.4
1051,Low Fat,NCM53,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.052040915,18.75,105.728,4.4
1052,Low Fat,NCM30,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.067295406,19.1,41.9796,4.4
1053,Low Fat,NCN43,Others,2016,OUT046,Tier 1,Small,Supermarket Type1,0,12.15,123.773,4.4
1054,Low Fat,NCP43,Others,2016,OUT046,Tier 1,Small,Supermarket Type1,0.03050705,17.75,180.366,4.4
1055,Low Fat,FDA33,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.033899898,6.48,146.9076,4.4
1056,Low Fat,FDP57,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0,17.5,102.999,4.4
1057,Low Fat,FDE46,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.015769693,18.6,152.1366,4.4
1058,Low Fat,FDA22,Starchy Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.084452363,7.435,165.2158,4.4
1059,Regular,FDW40,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.105145451,14,144.2812,4.4
1060,Regular,FDH05,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.090913642,14.35,231.2984,4.4
1061,Regular,FDW16,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.041474232,17.35,93.0804,4.4
1062,Regular,FDT07,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.077319079,5.82,255.433,4.4
1063,Regular,FDC33,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.06893834,8.96,196.4768,4.4
1064,Regular,FDO39,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,0.137366883,6.985,184.9608,4.4
1065,Regular,FDI21,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.056602818,5.59,63.2168,4.4
1066,Regular,FDW09,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.025920816,13.65,81.2302,4.4
1067,Regular,FDN58,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.056872392,13.8,231.1984,4.4
1068,Low Fat,FDA23,Baking Goods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.047453947,9.8,101.7016,4.4
1069,Low Fat,FDR02,Dairy,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.022190488,16.7,113.1886,4.4
1070,Low Fat,FDT36,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.111500259,12.3,35.6874,4.4
1071,Low Fat,FDQ12,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.035482562,12.65,231.401,4.4
1072,Low Fat,FDS23,Breads,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.141174838,4.635,127.0994,4.4
1073,Low Fat,FDS35,Breads,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.11144608,9.3,64.6826,4.4
1074,Low Fat,FDX59,Breads,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.051766042,10.195,34.5558,4.4
1075,Low Fat,FDF14,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.027224917,7.55,152.934,4.4
1076,Low Fat,FDU25,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.026735372,12.35,57.4246,4.4
1077,Low Fat,FDT37,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,0,14.15,253.7014,4.4
1078,Low Fat,FDX26,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.087986599,17.7,181.4292,4.4
1079,Low Fat,FDX16,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.06594351,17.85,149.105,4.4
1080,Low Fat,FDA56,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.008782561,9.21,119.8414,4.4
1081,Low Fat,FDP07,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.090084098,18.2,197.211,4.4
1082,Low Fat,NCD43,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.016052446,8.85,106.7964,4.4
1083,Low Fat,NCT06,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.038816115,17.1,166.4842,4.4
1084,Low Fat,NCI18,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.014052469,18.35,224.0746,4.4
1085,Low Fat,NCB43,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.100114941,20.2,188.3898,4.4
1086,Low Fat,FDQ39,Meat,2015,OUT045,Tier 2,Small,Supermarket Type1,0.081206491,14.8,189.2846,4.4
1087,Low Fat,FDK45,Seafood,2015,OUT045,Tier 2,Small,Supermarket Type1,0.033926852,11.65,111.586,4.4
1088,Low Fat,FDK33,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.011258035,17.85,211.656,4.4
1089,Low Fat,FDK48,Baking Goods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.037845086,7.445,75.5354,4.4
1090,Low Fat,FDH48,Baking Goods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.06082246,13.5,85.154,4.4
1091,Low Fat,FDZ38,Dairy,2020,OUT017,Tier 2,Small,Supermarket Type1,0.008046275,17.6,173.7422,4.4
1092,Low Fat,DRH39,Dairy,2020,OUT017,Tier 2,Small,Supermarket Type1,0.093214498,20.7,74.667,4.4
1093,Low Fat,FDK04,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.052607932,7.36,56.3588,4.4
1094,Low Fat,FDQ16,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.041974489,19.7,108.6912,4.4
1095,Low Fat,FDX20,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.04280099,7.365,228.372,4.4
